,comm_1
3562,165093259
3563,3374854499
3564,26952449
3565,4504567787
3566,1137529340365803521
3567,1324150517510131714
3568,906631609985781761
3569,816616194971201536
3570,749696618958577664
3571,2704753244
3572,452972677
3573,2966823279
3574,1358821313872351234
3575,1251946045904486400
3576,1283114954212737025
3577,1959396680
3578,248427690
3579,1245538381544775685
3580,171992545
3581,360861089
3582,715391920441196545
3583,1095872570182823936
3584,164461276
3585,1061821732661747712
3586,2627226332
3587,334788250
3588,883750992990412801
3589,200480245
3590,732243544430264321
3591,853774313727684608
3592,67443745
3593,3128778121
3594,2548466070
3595,4276675173
3596,70057395
3597,221960456
3598,325755428
3599,359791727
3600,1192433699205341194
3601,1332769275661197314
3602,3305130695
3603,723689256938541057
3604,953074803392598016
3605,220457693
3606,231154231
3607,924692650372075521
3608,780942554594414594
3609,175902894
3610,202231385
3611,4770349349
3612,1285710219725680644
3613,2150920999
3614,364666679
3615,1520304470
3616,899636464136400900
3617,1160981198417608704
3618,803782687475585028
3619,187758027
3620,865939940
3621,1105196259332317184
3622,60095649
3623,3135531244
3624,182609802
3625,1108550949923180547
3626,40501695
3627,991854984
3628,1350032350973976577
3629,1352316858557485057
3630,2429605466
3631,1186643037826535426
3632,153473059
3633,222540239
3634,540842304
3635,1254086180649435136
3636,208579886
3637,190841514
3638,216106179
3639,1332505906228174849
3640,247815064
3641,1350954917234667521
3642,155265371
3643,4900008699
3644,160617292
3645,842164257110278145
3646,1186580481023893505
3647,858093531528912896
3648,1219219782
3649,700823119993425920
3650,746348457007386624
3651,797512650569773056
3652,736411692331106304
3653,228370979
3654,380396879
3655,1004905187671199747
3656,167120831
3657,1125146496704421890
3658,1237549100477931520
3659,2470114597
3660,3013856031
3661,1327274068438085640
3662,1244260104
3663,3342152410
3664,816442097830100994
3665,1291841395
3666,334760319
3667,701916703
3668,1332708198118289408
3669,1260068436048252928
3670,834937377772695553
3671,134111164
3672,147995297
3673,617373833
3674,3073194580
3675,1625777142
3676,1695126750
3677,548537340
3678,1083378989475991553
3679,2563490953
3680,1079797688986685441
3681,4399309409
3682,711728969226305536
3683,192067588
3684,2861715868
3685,1065481304
3686,935899801715138560
3687,4520483079
3688,3062187262
3689,4857717383
3690,2736174937
3691,186897434
3692,148801155
3693,1219979669178658823
3694,438771141
3695,706786072441782272
3696,902516646576840704
3697,1144732377819811843
3698,3119319749
3699,1218301508850192385
3700,991244181816397825
3701,117183228
3702,2819604663
3703,1013568744
3704,572699492
3705,1166020969577799680
3706,1057382977259352064
3707,1711720831
3708,374117272
3709,356559687
3710,214668948
3711,17626692
3712,131667133
3713,2561940666
3714,1163278020905451522
3715,314886392
3716,4871564415
3717,85154393
3718,1131925891
3719,1366950570565763072
3720,848301539844399104
3721,49351587
3722,4270874422
3723,1329076976989048845
3724,842060825418424326
3725,294894358
3726,16997143
3727,179722483
3728,232192072
3729,186939880
3730,511099914
3731,748560139
3732,4778142569
3733,1276240099
3734,209262542
3735,183454242
3736,278043257
3737,4068087389
3738,1165086106167197696
3739,1182396517895868432
3740,1131213283770404865
3741,822046079592124416
3742,568862796
3743,718102862
3744,1245015915642736642
3745,3199502339
3746,186693898
3747,1249224899954184194
3748,26742847
3749,1112360245
3750,140287890
3751,1029017123924975616
3752,905047140073910272
3753,4759086448
3754,717455184327213058
3755,2490283934
3756,732695961076518913
3757,1005465452116676608
3758,977925657782050817
3759,976549020721172480
3760,137865840
3761,517915372
3762,4421211
3763,3261472218
3764,1388459966
3765,151317587
3766,942927902554849280
3767,1101596927651651585
3768,3984004577
3769,190099423
3770,803812378332856320
3771,1248357535112933377
3772,1377831036
3773,367605713
3774,797971478012628992
3775,155686619
3776,1241161579422498829
3777,1037520198214053890
3778,804727238
3779,1614343844
3780,4452544883
3781,1275230496436486144
3782,195581723
3783,1003957716
3784,2742699471
3785,1156268521346805760
3786,3664921821
3787,897208090784878593
3788,2773483398
3789,1576431600
3790,1348387891974705153
3791,345439840
3792,182921752
3793,960287859851874305
3794,1529402443
3795,552156486
3796,52469541
3797,767742
3798,363836113
3799,832591659129044992
3800,718869079726145536
3801,1049320750732206082
3802,747277550758436865
3803,3345599062
3804,1315758313934589956
3805,1170125137506684928
3806,38276937
3807,150827389
3808,143846632
3809,707788523
3810,23050203
3811,150307949
3812,199038582
3813,1344756281240858627
3814,922292263
3815,391858214
3816,323419614
3817,2352206084
3818,188083059
3819,918283795018678272
3820,948795422
3821,247558769
3822,1267210958100987904
3823,199095963
3824,191669401
3825,190935835
3826,311143961
3827,160096698
3828,742854776
3829,394934847
3830,415560628
3831,1233156688255029253
3832,952920589
3833,2821225149
3834,450313646
3835,470441221
3836,2323192124
3837,390427246
3838,1047105293266632704
3839,799391353750876165
3840,185675740
3841,1183856699645612037
3842,759105279430692864
3843,161486137
3844,719331994665099264
3845,166805538
3846,1316210318847225857
3847,701373881999826944
3848,1332925923067355137
3849,1326324875154305026
3850,204796560
3851,1315493117513134082
3852,877742169972461573
3853,907402083929817088
3854,94844287
3855,936072823
3856,575239311
3857,1067239279406080000
3858,1186365604497969152
3859,1107823645655748608
3860,1318285961562816512
3861,1220078480915910656
3862,148572827
3863,2544127856
3864,2842143383
3865,129181055
3866,339659551
3867,4247589557
3868,32230551
3869,148124989
3870,148752676
3871,1423347878
3872,1266516211527024647
3873,141741514
3874,184607443
3875,187924236
3876,920082176
3877,447461196
3878,209390884
3879,440492105
3880,1013246291055345664
3881,382750802
3882,1291740502975483905
3883,348849442
3884,170125630
3885,357179501
3886,201517006
3887,2885055390
3888,825521246
3889,1281372909035028480
3890,198132647
3891,556632336
3892,82834618
3893,950527316945526784
3894,1142499966797135872
3895,1079484597828812801
3896,277273471
3897,3421061332
3898,982094748872654848
3899,4220404227
3900,1458155988
3901,1205604058054168576
3902,252250883
3903,889693274
3904,159584942
3905,2349686254
3906,1385709282
3907,910710548932808705
3908,1141917993754124288
3909,896193071989370880
3910,1067142218274750466
3911,118432991
3912,971078809968668673
3913,143156457
3914,286873807
3915,34057511
3916,381632350
3917,102128926
3918,2190509481
3919,1183213101254098944
3920,1920100074
3921,4360834402
3922,1092414868152565760
3923,1087557349643075586
3924,1311726240546594816
3925,730197283950624768
3926,287868119
3927,2303931503
3928,1309187736054755333
3929,1912713548
3930,1243618261050294272
3931,1133799288709025794
3932,812039228892835841
3933,208665668
3934,222556666
3935,163882660
3936,1847788578
3937,198297342
3938,1327794794
3939,2784649609
3940,849265590
3941,2371183357
3942,2317742246
3943,398475210
3944,231962190
3945,1149122046363885568
3946,504708522
3947,289060020
3948,189149036
3949,1351457090372595716
3950,975365156212543488
3951,903824287
3952,253184353
3953,1020693698
3954,318752496
3955,716953184
3956,2424583066
3957,1256326929529135104
3958,1219717499064930304
3959,975079712
3960,3772580962
3961,1005993807605837829
3962,822067825
3963,603932718
3964,523951502
3965,517813826
3966,1171518785720700928
3967,4269991413
3968,1355483566407348225
3969,1194927674826903552
3970,1321283526679998464
3971,171729196
3972,905849875132276745
3973,567655065
3974,191269850
3975,235406256
3976,1159160942619500544
3977,329338949
3978,166799115
3979,1049881003840421889
3980,336164891
3981,94615447
3982,245021048
3983,12416092
3984,208614492
3985,955503684733100032
3986,1003973569729236992
3987,1275313464718823424
3988,189158570
3989,1170492297299013633
3990,176219367
3991,1164894182
3992,83143978
3993,1255504745315414022
3994,121411889
3995,189887380
3996,288350901
3997,1216447844468563968
3998,1167998339880816641
3999,1006395997898059776
4000,4389288700
4001,396872214
4002,186586731
4003,102776532
4004,994069290
4005,148066026
4006,151549649
4007,993661679371243520
4008,415007859
4009,342825036
4010,853530721
4011,1171945239004831744
4012,182174813
4013,1184836214068781057
4014,213047203
4015,775856867000057857
4016,3024185075
4017,3063990479
4018,1298808720579796992
4019,1654379617
4020,1361643714377039878
4021,197629738
4022,519414102
4023,195323868
4024,283718500
4025,1689198648
4026,726631311771852804
4027,978387926
4028,757767882
4029,3367964339
4030,100057086
4031,165033288
4032,1252364129421180928
4033,1009490036621004802
4034,2418004610
4035,1210315291227545601
4036,1121207440874274816
4037,1344036850051244032
4038,367158010
4039,1296057769615863808
4040,115469095
4041,1215360893137178624
4042,52941644
4043,1099534706
4044,830054304849465344
4045,329935132
4046,177356424
4047,2279333654
4048,1323655650493321216
4049,67822415
4050,1163864587118292992
4051,166369476
4052,960854418
4053,145350858
4054,424420521
4055,901872544260788228
4056,929628072
4057,2788865564
4058,738140320995500034
4059,148762797
4060,560769609
4061,4550182613
4062,150392433
4063,1265072086013403136
4064,733765978279010304
4065,364304602
4066,172510763
4067,1289038416848596996
4068,1340731062327111680
4069,1403847804
4070,938780113730260992
4071,145615350
4072,3270505015
4073,3776984181
4074,4838096951
4075,264451985
4076,1634235037
4077,1236318405008986117
4078,69800760
4079,607718040
4080,563349301
4081,3028088058
4082,1219025542894276608
4083,804815344422551552
4084,160762565
4085,1408984716
4086,852040604
4087,849415542763130880
4088,4194049528
4089,1135629578288975872
4090,271395205
4091,1241707697784983555
4092,3417945833
4093,106603003
4094,48541827
4095,398218199
4096,758424068957831168
4097,3023171106
4098,157536405
4099,986749999
4100,181697404
4101,164679213
4102,1354628471486611459
4103,1002512694900133889
4104,7727292
4105,252343888
4106,849569514
4107,1249743847
4108,4195765563
4109,4249457457
4110,1095732915286274048
4111,215775585
4112,1975059986
4113,937731742781370369
4114,828249345900298241
4115,1202864943974043648
4116,970111108173398017
4117,334879732
4118,155966497
4119,2352723157
4120,62674785
4121,2363243058
4122,1223824810846957568
4123,798236771666587650
4124,1275469734922932229
4125,1323691178651508737
4126,3093511649
4127,328196618
4128,64710077
4129,1283083758187556865
4130,70942293
4131,2366410560
4132,169574592
4133,186132917
4134,1048845445
4135,4301648476
4136,3159245725
4137,1126459938
4138,180769515
4139,1037299117846921216
4140,2651500225
4141,4377341003
4142,146837071
4143,1362832656526946305
4144,149949941
4145,204614680
4146,1032293539059834880
4147,837806932585025538
4148,1110601941468565504
4149,425477752
4150,159310150
4151,2373504493
4152,339124761
4153,1243693018152153089
4154,220453848
4155,754329844264136704
4156,1006337885195382784
4157,1050045698207608832
4158,4648076896
4159,86591214
4160,2321913848
4161,2750775489
4162,1733736894
4163,1047856898
4164,882367094
4165,1019204847646715904
4166,176302193
4167,383462284
4168,594737100
4169,1197973825792724992
4170,567495657
4171,140905679
4172,1334963473978187780
4173,2291885252
4174,1129914738949926912
4175,364225576
4176,184134867
4177,258573153
4178,1207713682718969856
4179,65773677
4180,4476068423
4181,1074694374901059584
4182,271714997
4183,2939869727
4184,1350157357
4185,3254835796
4186,705524344655650817
4187,109456727
4188,1385992417
4189,337698003
4190,1161799407416893440
4191,2856943169
4192,28655692
4193,600710938
4194,866639252041453568
4195,812439608583745536
4196,132288508
4197,189282258
4198,1292998951
4199,585205927
4200,480453846
4201,436815044
4202,149543218
4203,305547601
4204,2603721217
4205,344251241
4206,807988081718689792
4207,1259280078292295681
4208,186912015
4209,357775417
4210,1320901193653211141
4211,1645277029
4212,1879490089
4213,201234647
4214,60418470
4215,153506617
4216,233342956
4217,122611030
4218,1244702627964780544
4219,2977332046
4220,734399873743769600
4221,1153511172232163328
4222,395629521
4223,1282314087289028608
4224,2161470344
4225,1169667756335214592
4226,3131046527
4227,316164893
4228,138062566
4229,2988035913
4230,230052196
4231,1259984442694787073
4232,945311274220638208
4233,2937827289
4234,1248332995288801285
4235,1267590077447917570
4236,150415030
4237,187093615
4238,80168901
4239,152435629
4240,1362466802845048834
4241,759550942425538560
4242,743206798199500800
4243,378079341
4244,80124913
4245,200579058
4246,2587282750
4247,186970084
4248,3224697389
4249,186626227
4250,198873355
4251,260773916
4252,1350899572256759811
4253,3342193571
4254,547934750
4255,2723740299
4256,3422874839
4257,1354075647501606913
4258,907814141443878912
4259,931952762388189190
4260,1317505147484971009
4261,184069666
4262,3004433164
4263,320519119
4264,772919920740929537
4265,927912322127089664
4266,191337158
4267,710603627388395520
4268,327430636
4269,297166324
4270,333595645
4271,4691042239
4272,1347661963594264588
4273,987851245586182144
4274,186528862
4275,838226097636507649
4276,1198792183433891843
4277,1216501633036754945
4278,842469357192151041
4279,761806056515330048
4280,709941414830993409
4281,471520343
4282,968729468885000194
4283,951651181
4284,805166086056513536
4285,952307074226114561
4286,1156248539426693125
4287,3959829436
4288,224318255
4289,466139339
4290,373186248
4291,1328536519083220992
4292,1400116596
4293,2400141307
4294,3082436751
4295,1264339340047667209
4296,720992047
4297,447599712
4298,249982739
4299,734047893460516864
4300,184647050
4301,189681351
4302,1063709328
4303,841091866078539776
4304,145993542
4305,695950987228540928
4306,738719944460865536
4307,1211004254296498176
4308,43931819
4309,815973282
4310,1340063242845114368
4311,941859831073341442
4312,1266506900365066241
4313,483859524
4314,2375877338
4315,56469571
4316,1160660202284363776
4317,1270871664
4318,170080737
4319,112008875
4320,866398950399594496
4321,833556013
4322,1109642639916306433
4323,1321922007324381184
4324,707321641202814978
4325,932007700715712512
4326,1132344198567530503
4327,151488137
4328,164350783
4329,747281093737406464
4330,342877165
4331,757232985968082944
4332,1194557155
4333,910592900
4334,2427285942
4335,90187575
4336,1383348187
4337,139720419
4338,1039242194790612993
4339,1241480407658434560
4340,789709872
4341,997213405420359682
4342,915346745655218176
4343,1240846306572206080
4344,420020785
4345,909217381964292099
4346,860680593373351936
4347,1146187526715166721
4348,1296889578876547073
4349,2888532544
4350,146530233
4351,186798308
4352,145797267
4353,933059313937145856
4354,180976750
4355,1237688402096594944
4356,907244917877026816
4357,1661146687
4358,1117552275956875264
4359,1579348412
4360,161409999
4361,875882243364982784
4362,2969160016
4363,1918582201
4364,75928573
4365,109567765
4366,169610669
4367,500964169
4368,849702297655443456
4369,838689884
4370,367620703
4371,2183282057
4372,1368285502164631554
4373,960253462775783425
4374,2455408164
4375,427734727
4376,888146569270353926
4377,4826246397
4378,2313072111
4379,1303032477905190914
4380,1157772574593626112
4381,1510904856
4382,242105517
4383,402958255
4384,1534205515
4385,178117504
4386,4354336468
4387,627443911
4388,191017020
4389,1186430741330251776
4390,515795716
4391,159930206
4392,1555557127
4393,442458438
4394,634264179
4395,166640751
4396,1283837267161821184
4397,95140966
4398,151088518
4399,35833001
4400,3096238017
4401,1017057000780369920
4402,860258491
4403,946130594207096833
4404,2422349313
4405,120392199
4406,414434452
4407,601867578
4408,1138907865417170944
4409,739318164
4410,1241118194103996420
4411,35393868
4412,1356676698943725581
4413,801836395132231680
4414,223327546
4415,197291550
4416,151021998
4417,4196614576
4418,1624663386
4419,2633419573
4420,221994109
4421,2954087331
4422,158637293
4423,1094394094481260544
4424,4443230782
4425,209689289
4426,1117525621
4427,955183701373210624
4428,203404027
4429,910614017441435655
4430,1267264754327990272
4431,169953640
4432,934789917158395904
4433,1034885899690156032
4434,3239337748
4435,1270885332012146688
4436,724765167163183104
4437,1234152872562089984
4438,578592914
4439,1145577868321275904
4440,209709010
4441,3901261414
4442,1166463145675776000
4443,57195194
4444,809892919129817089
4445,488570962
4446,1663502167
4447,198840045
4448,800912421028147200
4449,1351240767591886852
4450,1152056077434986496
4451,159999798
4452,263665160
4453,1460996976
4454,360831822
4455,280269556
4456,1088970385067044864
4457,1436789827
4458,3417847973
4459,1252583754
4460,163189129
4461,1244968748
4462,408238083
4463,304210277
4464,151918923
4465,994608081769295873
4466,966760245845549059
4467,127402354
4468,1123404169862426624
4469,462078747
4470,972447080718401537
4471,318715704
4472,748176453984993280
4473,175255790
4474,1656802459
4475,170674132
4476,1341166163590598657
4477,1490275704
4478,242913913
4479,188994783
4480,714421396655448069
4481,1328969790921302018
4482,731679439
4483,1143347340255928321
4484,1888012398
4485,1090156166
4486,1194987479243333632
4487,2747013183
4488,1650948870
4489,718195760869806080
4490,2468490086
4491,163661224
4492,713673247
4493,112809557
4494,1299476232271261696
4495,12474802
4496,892249584
4497,323773616
4498,1166088120061894658
4499,359957144
4500,1300756575188066304
4501,1691529644
4502,1623498038
4503,1339959204778487808
4504,167163879
4505,192322845
4506,1199236028
4507,2227657820
4508,2335989295
4509,484542905
4510,985275875007651840
4511,720727699
4512,3115002771
4513,836085600944025601
4514,35287139
4515,2600863764
4516,1106927376
4517,3297489136
4518,1227608610777313280
4519,2474234061
4520,4459888222
4521,278554624
4522,778950481536311296
4523,3658482501
4524,739111348953583617
4525,82997791
4526,780282288886124544
4527,2493221430
4528,72121392
4529,476716299
4530,767355905700757504
4531,1120083102
4532,194132645
4533,512851028
4534,766696016305414144
4535,64294060
4536,1315684263325507586
4537,1321223652
4538,798572748343771136
4539,703273953096306688
4540,822857536399347713
4541,397607207
4542,1214661793
4543,2713457243
4544,2861679311
4545,128101823
4546,175185277
4547,1316196328037376001
4548,1129891678926581761
4549,2243392332
4550,167959196
4551,1541463253
4552,88281655
4553,1008790212636479489
4554,1241907366657916928
4555,1249724227
4556,41442804
4557,3799405575
4558,203158447
4559,4767685239
4560,3419991129
4561,368560574
4562,787239459771322368
4563,1396230055
4564,373589831
4565,802557447852396544
4566,186797051
4567,194128777
4568,1033713185445081088
4569,1127561694706794498
4570,1298197006104629248
4571,25825047
4572,1150122049769226240
4573,3299898099
4574,1103466222698614790
4575,1158772793753911297
4576,203883293
4577,221215107
4578,162591747
4579,946574088100896770
4580,141380231
4581,488643911
4582,905566472524754944
4583,1271314130541002753
4584,1214258422218014721
4585,57768434
4586,46891602
4587,3031822811
4588,2594239946
4589,2300893153
4590,939946871467933696
4591,1157821093798957057
4592,310366272
4593,1163212317229768705
4594,281240600
4595,44669594
4596,1021491868411076609
4597,143214556
4598,804432247
4599,203566236
4600,1142790233764839429
4601,817427911833686017
4602,297047437
4603,150344708
4604,1071174975346884608
4605,119269713
4606,209294335
4607,1429056793
4608,246872007
4609,1342844526
4610,2398526442
4611,1140378610886414338
4612,841007899
4613,134250775
4614,4110133097
4615,917945914802745345
4616,264147962
4617,225982647
4618,2768856442
4619,790557218
4620,536816510
4621,3293855205
4622,147078123
4623,2191811787
4624,1861845169
4625,414755573
4626,390260786
4627,1317304326679822336
4628,1280130696741359616
4629,887459856
4630,478732513
4631,620228810
4632,581595876
4633,286835938
4634,628681424
4635,1183575182906216448
4636,201586229
4637,2822019341
4638,353036483
4639,1255014216819445760
4640,403620893
4641,1229449674
4642,194213610
4643,2983476761
4644,241621057
4645,172914596
4646,142778635
4647,58255989
4648,1210619041674649600
4649,2895126807
4650,146536143
4651,1074411735065481216
4652,242461059
4653,1310595524786032641
4654,822573130694742017
4655,319928293
4656,188823641
4657,4323917001
4658,973310713
4659,1159068185762684929
4660,119011535
4661,1689379274
4662,178241451
4663,888917884663197696
4664,3984236176
4665,1297642819809615874
4666,286411549
4667,17945665
4668,1240790049232486401
4669,150808419
4670,2474251159
4671,2459804617
4672,3297327064
4673,435057662
4674,127879319
4675,1366905507563323394
4676,848193698
4677,320430387
4678,227512425
4679,3091409849
4680,1303580546556198912
4681,474813476
4682,1035595902893936640
4683,1208414486564085765
4684,1533025874
4685,987512352902991873
4686,775791715546501120
4687,283124536
4688,178071720
4689,2206901067
4690,1270831711316836352
4691,1233947923056123911
4692,1203439825895989251
4693,847937162
4694,2717938131
4695,117278484
4696,403432280
4697,953051873531105281
4698,1243353029656674305
4699,853657010654638081
4700,148128645
4701,715672847646113792
4702,2152001791
4703,2771336662
4704,4175605816
4705,1606138230
4706,157589057
4707,1442236609
4708,973681020200521730
4709,131674890
4710,826094347
4711,1242109910235701254
4712,1304524314830663682
4713,2321317278
4714,2860557363
4715,4342115733
4716,741231514248175616
4717,196837354
4718,766403370
4719,272220311
4720,440264040
4721,162038634
4722,4144307007
4723,307037194
4724,106300390
4725,1200183035653763077
4726,167098309
4727,262443155
4728,788915709908836352
4729,1323193026
4730,956208685566562308
4731,150080166
4732,77300486
4733,972913946
4734,150042229
4735,124599878
4736,3028952854
4737,554788395
4738,1216492249120485378
4739,2351553227
4740,342243766
4741,1253677011328958464
4742,1482974864
4743,2155904750
4744,1255305952967917568
4745,3002855571
4746,37216149
4747,111691164
4748,745754406159847424
4749,395069182
4750,108516077
4751,265187533
4752,727605460115836929
4753,1176927818594357250
4754,174686940
4755,2960249675
4756,743528677
4757,294975659
4758,1121521491554832384
4759,1113260766155743233
4760,1237881529872920576
4761,1171921290233569281
4762,719113379844079616
4763,1029003349591564289
4764,3411303407
4765,1298039409812467713
4766,1109881757640388608
4767,182809592
4768,960974208
4769,166144048
4770,1363247653824438275
4771,1260818809491017728
4772,1234935760979136515
4773,147373356
4774,728580507341066240
4775,1324657944613523457
4776,338615663
4777,813804262614564868
4778,282527853
4779,269987879
4780,778260640058241024
4781,1358943585236889601
4782,744345694916468736
4783,419578720
4784,213271175
4785,159855765
4786,182804533
4787,148804834
4788,12725692
4789,1322936824105414657
4790,32688201
4791,777896745380507648
4792,784800045749116928
4793,15082708
4794,1162141358720729089
4795,1036790809969025024
4796,183071448
4797,134621582
4798,35765421
4799,974076606
4800,318996082
4801,1017582821479723008
4802,1186050000431792129
4803,220740596
4804,3873516383
4805,1274125188242825221
4806,144976428
4807,1072867820910702592
4808,484388098
4809,268429235
4810,1058929604373688320
4811,141735808
4812,1371085722
4813,3006809145
4814,838949384
4815,1224041249323307009
4816,216447004
4817,1012884336
4818,1252125019473350657
4819,1107403070068150272
4820,149765826
4821,2436508817
4822,2349862945
4823,2862597086
4824,286242883
4825,152740845
4826,197076459
4827,14541101
4828,4151396422
4829,1195315943670464512
4830,776080579989278720
4831,4906588589
4832,1285047218626584576
4833,3426411809
4834,137881279
4835,2737607334
4836,753056065193971716
4837,197893257
4838,146638302
4839,577280058
4840,793171391398936580
4841,1229673108405178368
4842,1186653933869174785
4843,3133762225
4844,1283217508019970048
4845,1248447444666462213
4846,1631058384
4847,153058318
4848,94237739
4849,2192587416
4850,9549132
4851,150420242
4852,915068132
4853,1106532346600271872
4854,1155490658871840768
4855,1142523247839387650
4856,184531257
4857,143685841
4858,730178656690180096
4859,301488346
4860,300249685
4861,1021523502967517184
4862,856983662881116162
4863,2190560277
4864,337344272
4865,576611597
4866,159583398
4867,1233038621638320130
4868,4288799417
4869,1332999080805609472
4870,242343862
4871,727078068
4872,166868358
4873,4635242176
4874,158232493
4875,808264602
4876,1250129346
4877,794685930
4878,761709382036062209
4879,1279131314
4880,953760216629334016
4881,1256968404256329730
4882,2393548910
4883,261717110
4884,364517397
4885,2208777577
4886,707003865057644544
4887,1156130522
4888,216062258
4889,350676820
4890,171716958
4891,186677887
4892,114925226
4893,433593757
4894,2784323303
4895,1525713744
4896,143807125
4897,356417099
4898,4657484961
4899,244200735
4900,1185610554678923265
4901,1352754754158473217
4902,872306288994246657
4903,148774236
4904,4340256801
4905,166716856
4906,412370697
4907,156350946
4908,3347285321
4909,334969152
4910,1190361600710107139
4911,1049416545850535938
4912,1244875459
4913,206985786
4914,210274248
4915,1337901990
4916,2544233248
4917,1079119048540069888
4918,183801594
4919,210921967
4920,10771982
4921,171139798
4922,228190246
4923,820137406552805376
4924,227083426
4925,1009793282
4926,1485487646
4927,96675833
4928,1308086654540886016
4929,34330580
4930,156516022
4931,396833408
4932,258632087
4933,74645182
4934,2446133384
4935,1179862991333920768
4936,956804559644610560
4937,622427573
4938,1107603284
4939,4793901022
4940,76496646
4941,170125193
4942,2756534173
4943,1003359188444164098
4944,170107736
4945,755955468
4946,228593879
4947,362083915
4948,450679943
4949,850717135378710528
4950,1730667439
4951,911698673272262657
4952,523323062
4953,94322337
4954,177275786
4955,1031567135917699072
4956,86659414
4957,1124939622
4958,2655037042
4959,184625990
4960,2922907419
4961,2694649675
4962,532258214
4963,703010998882586624
4964,7658762
4965,1074377658
4966,2688471824
4967,1970092831
4968,419760228
4969,352305915
4970,383864423
4971,1280699730104848389
4972,809055115
4973,3809082676
4974,75117766
4975,136503259
4976,946551584703606785
4977,1213630003549573120
4978,731408970
4979,842536356303855616
4980,1046140878
4981,3106374298
4982,2500529215
4983,987017638340710401
4984,363455130
4985,348310913
4986,196441234
4987,165267532
4988,1963612285
4989,1604482998
4990,703768568
4991,172175345
4992,741117354
4993,128065864
4994,1087468519
4995,1100008267705651200
4996,406793610
4997,408514983
4998,2372271513
4999,45722562
5000,2358693590
5001,1024703501933453312
5002,64318204
5003,2744816612
5004,722465536374894592
5005,710042905797369856
5006,1147642664
5007,143572153
5008,360786607
5009,153148497
5010,1238899033093128196
5011,300372586
5012,2645694343
5013,1211297899335704576
5014,1184280752000765952
5015,825875476384215040
5016,1256754977667719168
5017,3087505091
5018,4127311558
5019,250234714
5020,7802892
5021,1377378624
5022,2961997336
5023,2273904519
5024,24846230
5025,1284446856
5026,57679915
5027,129177649
5028,21316101
5029,1034205010727497728
5030,1138952053630390276
5031,182998829
5032,1378003734
5033,185778576
5034,1019197532130500613
5035,2500508888
5036,894228018960486401
5037,149999804
5038,384859664
5039,177965969
5040,910889568383139840
5041,1608345426
5042,1170820031665586176
5043,2762863945
5044,1320547086207692806
5045,2961490763
5046,1270917100295553026
5047,732304428162764802
5048,1122574846121132032
5049,552944497
5050,1119056531750834176
5051,1059410003348652032
5052,889448978584129536
5053,2453275273
5054,2828897977
5055,1320900443015434242
5056,282615991
5057,54310973
5058,3234141110
5059,1099823818896564224
5060,144067994
5061,212643109
5062,2453496102
5063,32332130
5064,4230969435
5065,1320783198104813569
5066,731251866840014849
5067,1570651556
5068,1350736050
5069,2845611337
5070,1917992215
5071,1004458319099068423
5072,788471326361153537
5073,1283566936916398080
5074,98880805
5075,1323144797121613826
5076,1136763780258570246
5077,196218450
5078,1288166805895294976
5079,1289443476552261632
5080,226797425
5081,1053026875809943552
5082,87096121
5083,319661334
5084,1044691139536859136
5085,78699496
5086,1192190531503316993
5087,1251891049867468811
5088,154913302
5089,1330932770961580033
5090,2429241823
5091,2459950690
5092,134176998
5093,19163172
5094,596489336
5095,283672178
5096,729486510148489217
5097,428267951
5098,182828801
5099,254819155
5100,217630960
5101,1314229531901911040
5102,110071165
5103,1149483014952509440
5104,707869039637487616
5105,1002163575463522304
5106,1367224128869122055
5107,727258832121004033
5108,1963023030
5109,336335093
5110,1169439654157914113
5111,769579399
5112,197072002
5113,453365008
5114,1572900254
5115,1130271614728327178
5116,1152978724456996864
5117,1131562763686481921
5118,435221122
5119,1338606804968878082
5120,926809110787457024
5121,331131935
5122,988457196
5123,170534953
5124,553046275
5125,1238622374548975621
5126,1637860956
5127,1463247259
5128,2272237573
5129,155292581
5130,2202351998
5131,1264549786067361792
5132,210606358
5133,1064931502423752705
5134,156824371
5135,224383208
5136,1065785271806058498
5137,1317694545711202304
5138,323588781
5139,373665367
5140,2897627692
5141,274779976
5142,1245049171415007233
5143,190004533
5144,257052076
5145,1006899970321014792
5146,345780889
5147,573208343
5148,1234894156780261376
5149,936946406362894336
5150,254316467
5151,3829746449
5152,1154419914985357312
5153,1269538902
5154,233608810
5155,518119397
5156,324724290
5157,943673095
5158,1244764798493036545
5159,49796843
5160,3255256882
5161,1264686639248551936
5162,2986018215
5163,2529249803
5164,179990422
5165,453099594
5166,334162335
5167,833755118097010689
5168,985274068990558208
5169,887860616815398913
5170,282833933
5171,849493242
5172,2960739585
5173,1535114328
5174,79325236
5175,392359254
5176,484399936
5177,819008750099066880
5178,3196415338
5179,601499048
5180,2261234451
5181,733656433141678080
5182,488976727
5183,2358769113
5184,144161306
5185,157441348
5186,200214631
5187,819430778593538048
5188,754148220658446336
5189,257242592
5190,775521159060267008
5191,4780182268
5192,1602280158
5193,1310703436887982080
5194,881951556706369536
5195,4093595878
5196,822284386485866496
5197,188878941
5198,3165375717
5199,1299872055765147648
5200,1322229443306364928
5201,4189328128
5202,578722695
5203,458255903
5204,739482054564413440
5205,1673387354
5206,2361667458
5207,1222164128027967488
5208,4496951962
5209,1253490741751566340
5210,913513096144211968
5211,353201418
5212,925357643882991616
5213,39672614
5214,1048591017740566534
5215,159595691
